x,y,z
-0.694880666666667,2.90761,-6.55017
-2.49151333333333,26.6154333333333,-14.3928
-3.01156666666667,34.5602,-24.704333333333302
-1.6287646666666697,22.111533333333302,-30.7313333333333
-1.4641166666666698,14.515766666666698,-16.1665666666667
-14.0437,24.466233333333303,-21.7584
10.133846666666699,27.623333333333303,-21.6215333333333
-12.8338666666667,24.612666666666698,-32.0797666666667
7.81383,27.641666666666698,-30.3229
-2.41204066666667,49.3143333333333,-18.3971
-0.8540540000000001,9.613010000000001,-18.486
-3.23355666666667,9.482136666666669,-17.5438666666667
1.047334,10.1019066666667,-17.6002
-2.91339,30.5407666666667,-14.1103
-16.5746,8.56512,15.341866666666698
15.821766666666699,10.563506666666699,14.446866666666699
-23.6802,31.858333333333302,6.35515
18.661766666666697,35.5650666666667,7.29430666666667
1.3655466666666698,-22.8043333333333,5.91712
-2.9164766666666697,36.037,-11.5767
-33.997433333333305,-1.9552766666666699,-27.2526333333333
33.2845333333333,8.51344666666667,-26.365533333333303
-18.9351,7.5772,-21.0535
20.2328,15.6661666666667,-19.3877666666667
-20.8053,-0.990747666666667,-29.1387
21.1518,6.54964333333333,-28.5950666666667
-17.602466666666697,36.9475,-14.367966666666698
16.6306,43.5393333333333,-16.401
-21.2131,68.9299666666667,-28.0842333333333
24.3602,71.2853333333333,-28.759066666666698
-11.3482,-15.1629,-7.89672333333333
11.6616,-9.05165666666667,-9.66619333333333
